
====================================================================================================
RELATORIO DE EXECUCAO DO FLUXO DE POTENCIA CONTINUADO (CONVERGENCIA)
SISTEMA: IEEE 39 BARRAS (NEW ENGLAND)
DATA: 20/11/2025 19:19:08
====================================================================================================

NUM.    STATUS          PASSO (LAMBDA)    CARGA TOTAL (MW)    CARGA TOTAL (Mvar)    TENSAO MIN (PU)
505     Convergente     2.0080            10765.40            7458.95               0.7947
506     Convergente     2.0100            10776.68            7483.82               0.7937
507     Convergente     2.0120            10787.97            7508.87               0.7927
508     Convergente     2.0140            10799.26            7534.08               0.7917
509     Convergente     2.0160            10810.56            7559.47               0.7907
510     Convergente     2.0180            10821.86            7585.04               0.7898
511     Convergente     2.0200            10833.17            7610.80               0.7887
512     Convergente     2.0220            10844.49            7636.74               0.7877
513     Convergente     2.0240            10855.81            7662.87               0.7867
514     Convergente     2.0260            10867.14            7689.20               0.7857
515     Convergente     2.0280            10878.48            7715.74               0.7846
516     Convergente     2.0300            10889.82            7742.48               0.7835
517     Convergente     2.0320            10901.16            7769.43               0.7825
518     Convergente     2.0340            10912.52            7796.60               0.7814
519     Convergente     2.0360            10923.88            7824.00               0.7803
520     Convergente     2.0380            10935.25            7851.63               0.7792
521     Convergente     2.0400            10946.62            7879.49               0.7780
522     Convergente     2.0420            10958.01            7907.60               0.7769
523     Convergente     2.0440            10969.40            7935.96               0.7758
524     Convergente     2.0460            10980.80            7964.57               0.7746
525     Convergente     2.0480            10992.20            7993.46               0.7734
526     Convergente     2.0500            11003.62            8022.62               0.7722
527     Convergente     2.0520            11015.04            8052.06               0.7710
528     Convergente     2.0540            11026.48            8081.79               0.7698
529     Convergente     2.0560            11037.92            8111.83               0.7685
530     Convergente     2.0580            11049.37            8142.18               0.7673
531     Convergente     2.0600            11060.84            8172.86               0.7660
532     Convergente     2.0620            11072.31            8203.88               0.7647
533     Convergente     2.0640            11083.79            8235.24               0.7634
534     Convergente     2.0660            11095.29            8266.97               0.7620
535     Convergente     2.0680            11106.79            8299.08               0.7606
536     Convergente     2.0700            11118.31            8331.59               0.7593
537     Convergente     2.0720            11129.84            8364.50               0.7579
538     Convergente     2.0740            11141.39            8397.85               0.7564
539     Convergente     2.0760            11152.94            8431.64               0.7550
540     Convergente     2.0780            11164.52            8465.91               0.7535
541     Convergente     2.0800            11176.10            8500.67               0.7519
542     Convergente     2.0820            11187.70            8535.95               0.7504
543     Convergente     2.0840            11199.32            8571.78               0.7488
544     Convergente     2.0860            11210.96            8608.18               0.7472
545     Convergente     2.0880            11222.62            8645.20               0.7456
546     Convergente     2.0900            11234.29            8682.87               0.7439
547     Convergente     2.0920            11245.99            8721.23               0.7421
548     Convergente     2.0940            11257.70            8760.32               0.7404
549     Convergente     2.0960            11269.45            8800.20               0.7385
550     Convergente     2.0980            11281.21            8840.92               0.7367
551     Convergente     2.1000            11293.01            8882.56               0.7348
552     Convergente     2.1020            11304.83            8925.18               0.7328
553     Convergente     2.1040            11316.69            8968.87               0.7307
554     Convergente     2.1060            11328.58            9013.74               0.7286
555     Convergente     2.1080            11340.51            9059.89               0.7264
556     Convergente     2.1100            11352.48            9107.46               0.7241
557     Convergente     2.1120            11364.50            9156.63               0.7217
558     Convergente     2.1140            11376.58            9207.59               0.7192
559     Convergente     2.1160            11388.71            9260.58               0.7166
560     Convergente     2.1180            11400.91            9315.93               0.7139
561     Convergente     2.1200            11413.20            9374.04               0.7109
562     Convergente     2.1220            11425.59            9435.44               0.7078
563     Convergente     2.1240            11438.09            9500.87               0.7044
564     Convergente     2.1260            11450.75            9571.42               0.7007
565     Convergente     2.1280            11463.61            9648.74               0.6966
566     Convergente     2.1300            11476.75            9735.69               0.6918
567     Convergente     2.1320            11490.35            9838.02               0.6861
568     Convergente     2.1340            11504.88            9971.54               0.6785
569     Divergente      2.1360            ---                 ---                   ---
570     Convergente     2.1350            11513.07            10069.78              0.6727
571     Divergente      2.1360            ---                 ---                   ---
572     Convergente     2.1355            11518.10            10150.11              0.6678
573     Divergente      2.1360            ---                 ---                   ---
574     Divergente      2.1357            ---                 ---                   ---
575     Convergente     2.1356            11519.81            10185.52              0.6656
576     Divergente      2.1357            ---                 ---                   ---
577     Divergente      2.1357            ---                 ---                   ---
578     Convergente     2.1357            11520.37            10198.75              0.6648
579     Divergente      2.1357            ---                 ---                   ---
580     Divergente      2.1357            ---                 ---                   ---
581     Convergente     2.1357            11520.53            10202.78              0.6645
582     Divergente      2.1357            ---                 ---                   ---
====================================================================================================
