RELATORIO CONVERGENCIA IEEE 30 ANAREDE (PWF TCC)
NUM    STATUS         PASSO            LAMBDA           MW
660    Convergente    0.00200          2.3200           657.49
661    Convergente    0.00200          2.3220           658.05
662    Convergente    0.00200          2.3240           658.62
663    Convergente    0.00200          2.3260           659.19
664    Convergente    0.00200          2.3280           659.76
665    Convergente    0.00200          2.3300           660.32
666    Convergente    0.00200          2.3320           660.89
667    Convergente    0.00200          2.3340           661.46
668    Convergente    0.00200          2.3360           662.02
669    Convergente    0.00200          2.3380           662.59
670    Convergente    0.00200          2.3400           663.16
671    Convergente    0.00200          2.3420           663.72
672    Convergente    0.00200          2.3440           664.29
673    Convergente    0.00200          2.3460           664.86
674    Convergente    0.00200          2.3480           665.42
675    Convergente    0.00200          2.3500           665.99
676    Convergente    0.00200          2.3520           666.56
677    Convergente    0.00200          2.3540           667.12
678    Convergente    0.00200          2.3560           667.69
679    Convergente    0.00200          2.3580           668.26
680    Convergente    0.00200          2.3600           668.82
681    Convergente    0.00200          2.3620           669.39
682    Convergente    0.00200          2.3640           669.96
683    Convergente    0.00200          2.3660           670.52
684    Convergente    0.00200          2.3680           671.09
685    Convergente    0.00200          2.3700           671.66
686    Convergente    0.00200          2.3720           672.22
687    Convergente    0.00200          2.3740           672.79
688    Convergente    0.00200          2.3760           673.36
689    Convergente    0.00200          2.3780           673.93
690    Convergente    0.00200          2.3800           674.49
691    Convergente    0.00200          2.3820           675.06
692    Convergente    0.00200          2.3840           675.63
693    Convergente    0.00200          2.3860           676.19
694    Convergente    0.00200          2.3880           676.76
695    Convergente    0.00200          2.3900           677.33
696    Convergente    0.00200          2.3920           677.89
697    Convergente    0.00200          2.3940           678.46
698    Convergente    0.00200          2.3960           679.03
699    Convergente    0.00200          2.3980           679.59
700    Convergente    0.00200          2.4000           680.16
701    Convergente    0.00200          2.4020           680.73
702    Convergente    0.00200          2.4040           681.29
703    Convergente    0.00200          2.4060           681.86
704    Convergente    0.00200          2.4080           682.43
705    Convergente    0.00200          2.4100           682.99
706    Convergente    0.00200          2.4120           683.56
707    Convergente    0.00200          2.4140           684.13
708    Convergente    0.00200          2.4160           684.69
709    Convergente    0.00200          2.4180           685.26
710    Convergente    0.00200          2.4200           685.83
711    Convergente    0.00200          2.4220           686.39
712    Convergente    0.00200          2.4240           686.96
713    Convergente    0.00200          2.4260           687.53
714    Convergente    0.00200          2.4280           688.10
715    Convergente    0.00200          2.4300           688.66
716    Convergente    0.00200          2.4320           689.23
717    Convergente    0.00200          2.4340           689.80
718    Convergente    0.00200          2.4360           690.36
719    Convergente    0.00200          2.4380           690.93
720    Convergente    0.00200          2.4400           691.50
721    Convergente    0.00200          2.4420           692.06
722    Convergente    0.00200          2.4440           692.63
723    Convergente    0.00200          2.4460           693.20
724    Convergente    0.00200          2.4480           693.76
725    Convergente    0.00200          2.4500           694.33
726    Convergente    0.00200          2.4520           694.90
727    Convergente    0.00200          2.4540           695.46
728    Convergente    0.00200          2.4560           696.03
729    Convergente    0.00200          2.4580           696.60
730    Convergente    0.00200          2.4600           697.16
731    Convergente    0.00200          2.4620           697.73
732    Convergente    0.00200          2.4640           698.30
733    Convergente    0.00200          2.4660           698.86
734    Convergente    0.00200          2.4680           699.43
735    Convergente    0.00200          2.4700           700.00
736    Convergente    0.00200          2.4720           700.56
737    Convergente    0.00200          2.4740           701.13
738    Convergente    0.00200          2.4760           701.70
739    Convergente    0.00200          2.4780           702.27
740    Convergente    0.00200          2.4800           702.83
741    Convergente    0.00200          2.4820           703.40
742    Convergente    0.00200          2.4840           703.97
743    Convergente    0.00200          2.4860           704.53
744    Convergente    0.00200          2.4880           705.10
745    Convergente    0.00200          2.4900           705.67
746    Convergente    0.00200          2.4920           706.23
747    Convergente    0.00200          2.4940           706.80
748    Convergente    0.00200          2.4960           707.37
749    Convergente    0.00200          2.4980           707.93
750    Convergente    0.00200          2.5000           708.50
751    Convergente    0.00200          2.5020           709.07
752    Convergente    0.00200          2.5040           709.63
753    Convergente    0.00200          2.5060           710.20
754    Convergente    0.00200          2.5080           710.77
755    Convergente    0.00200          2.5100           711.33
756    Convergente    0.00200          2.5120           711.90
757    Convergente    0.00200          2.5140           712.47
758    Convergente    0.00200          2.5160           713.03
759    Convergente    0.00200          2.5180           713.60
760    Convergente    0.00200          2.5200           714.17
761    Convergente    0.00200          2.5220           714.73
762    Convergente    0.00200          2.5240           715.30
763    Convergente    0.00200          2.5260           715.87
764    Convergente    0.00200          2.5280           716.44
765    Convergente    0.00200          2.5300           717.00
766    Convergente    0.00200          2.5320           717.57
767    Convergente    0.00200          2.5340           718.14
768    Convergente    0.00200          2.5360           718.70
769    Convergente    0.00200          2.5380           719.27
770    Convergente    0.00200          2.5400           719.84
771    Convergente    0.00200          2.5420           720.40
772    Convergente    0.00200          2.5440           720.97
773    Convergente    0.00200          2.5460           721.54
774    Convergente    0.00200          2.5480           722.10
775    Convergente    0.00200          2.5500           722.67
776    Convergente    0.00200          2.5520           723.24
777    Convergente    0.00200          2.5540           723.80
778    Convergente    0.00200          2.5560           724.37
779    Convergente    0.00200          2.5580           724.94
780    Convergente    0.00200          2.5600           725.50
781    Convergente    0.00200          2.5620           726.07
782    Convergente    0.00200          2.5640           726.64
783    Convergente    0.00200          2.5660           727.20
784    Convergente    0.00200          2.5680           727.77
785    Convergente    0.00200          2.5700           728.34
786    Convergente    0.00200          2.5720           728.90
787    Convergente    0.00200          2.5740           729.47
788    Convergente    0.00200          2.5760           730.04
789    Convergente    0.00200          2.5780           730.61
790    Convergente    0.00200          2.5800           731.17
791    Convergente    0.00200          2.5820           731.74
792    Convergente    0.00200          2.5840           732.31
793    Convergente    0.00200          2.5860           732.87
794    Convergente    0.00200          2.5880           733.44
795    Convergente    0.00200          2.5900           734.01
796    Convergente    0.00200          2.5920           734.57
797    Convergente    0.00200          2.5940           735.14
798    Convergente    0.00200          2.5960           735.71
799    Convergente    0.00200          2.5980           736.27
800    Convergente    0.00200          2.6000           736.84
801    Convergente    0.00200          2.6020           737.41
802    Convergente    0.00200          2.6040           737.97
803    Convergente    0.00200          2.6060           738.54
804    Convergente    0.00200          2.6080           739.11
805    Convergente    0.00200          2.6100           739.67
806    Convergente    0.00200          2.6120           740.24
807    Convergente    0.00200          2.6140           740.81
808    Convergente    0.00200          2.6160           741.37
809    Convergente    0.00200          2.6180           741.94
810    Convergente    0.00200          2.6200           742.51
811    Convergente    0.00200          2.6220           743.07
812    Convergente    0.00200          2.6240           743.64
813    Convergente    0.00200          2.6260           744.21
814    Convergente    0.00200          2.6280           744.78
815    Convergente    0.00200          2.6300           745.34
816    Convergente    0.00200          2.6320           745.91
817    Convergente    0.00200          2.6340           746.48
818    Convergente    0.00200          2.6360           747.04
819    Convergente    0.00200          2.6380           747.61
820    Convergente    0.00200          2.6400           748.18
821    Convergente    0.00200          2.6420           748.74
822    Convergente    0.00200          2.6440           749.31
823    Convergente    0.00200          2.6460           749.88
824    Convergente    0.00200          2.6480           750.44
825    Convergente    0.00200          2.6500           751.01
826    Convergente    0.00200          2.6520           751.58
827    Convergente    0.00200          2.6540           752.14
828    Convergente    0.00200          2.6560           752.71
829    Convergente    0.00200          2.6580           753.28
830    Convergente    0.00200          2.6600           753.84
831    Convergente    0.00200          2.6620           754.41
832    Convergente    0.00200          2.6640           754.98
833    Convergente    0.00200          2.6660           755.54
834    Convergente    0.00200          2.6680           756.11
835    Convergente    0.00200          2.6700           756.68
836    Convergente    0.00200          2.6720           757.24
837    Convergente    0.00200          2.6740           757.81
838    Convergente    0.00200          2.6760           758.38
839    Convergente    0.00200          2.6780           758.95
840    Convergente    0.00200          2.6800           759.51
841    Convergente    0.00200          2.6820           760.08
842    Convergente    0.00200          2.6840           760.65
843    Convergente    0.00200          2.6860           761.21
844    Convergente    0.00200          2.6880           761.78
845    Convergente    0.00200          2.6900           762.35
846    Convergente    0.00200          2.6920           762.91
847    Convergente    0.00200          2.6940           763.48
848    Convergente    0.00200          2.6960           764.05
849    Convergente    0.00200          2.6980           764.61
850    Convergente    0.00200          2.7000           765.18
851    Convergente    0.00200          2.7020           765.75
852    Convergente    0.00200          2.7040           766.31
853    Convergente    0.00200          2.7060           766.88
854    Convergente    0.00200          2.7080           767.45
855    Convergente    0.00200          2.7100           768.01
856    Convergente    0.00200          2.7120           768.58
857    Convergente    0.00200          2.7140           769.15
858    Convergente    0.00200          2.7160           769.71
859    Convergente    0.00200          2.7180           770.28
860    Convergente    0.00200          2.7200           770.85
861    Convergente    0.00200          2.7220           771.41
862    Convergente    0.00200          2.7240           771.98
863    Convergente    0.00200          2.7260           772.55
864    Convergente    0.00200          2.7280           773.12
865    Convergente    0.00200          2.7300           773.68
866    Convergente    0.00200          2.7320           774.25
867    Convergente    0.00200          2.7340           774.82
868    Convergente    0.00200          2.7360           775.38
869    Convergente    0.00200          2.7380           775.95
870    Convergente    0.00200          2.7400           776.52
871    Convergente    0.00200          2.7420           777.08
872    Convergente    0.00200          2.7440           777.65
873    Convergente    0.00200          2.7460           778.22
874    Convergente    0.00200          2.7480           778.78
875    Convergente    0.00200          2.7500           779.35
876    Convergente    0.00200          2.7520           779.92
877    Convergente    0.00200          2.7540           780.48
878    Convergente    0.00200          2.7560           781.05
879    Convergente    0.00200          2.7580           781.62
880    Convergente    0.00200          2.7600           782.18
881    Convergente    0.00200          2.7620           782.75
882    Convergente    0.00200          2.7640           783.32
883    Convergente    0.00200          2.7660           783.88
884    Convergente    0.00200          2.7680           784.45
885    Convergente    0.00200          2.7700           785.02
886    Convergente    0.00200          2.7720           785.58
887    Convergente    0.00200          2.7740           786.15
888    Convergente    0.00200          2.7760           786.72
889    Convergente    0.00200          2.7780           787.29
890    Convergente    0.00200          2.7800           787.85
891    Convergente    0.00200          2.7820           788.42
892    Convergente    0.00200          2.7840           788.99
893    Convergente    0.00200          2.7860           789.55
894    Convergente    0.00200          2.7880           790.12
895    Convergente    0.00200          2.7900           790.69
896    Convergente    0.00200          2.7920           791.25
897    Convergente    0.00200          2.7940           791.82
898    Convergente    0.00200          2.7960           792.39
899    Convergente    0.00200          2.7980           792.95
900    Convergente    0.00200          2.8000           793.52
901    Convergente    0.00200          2.8020           794.09
902    Convergente    0.00200          2.8040           794.65
903    Convergente    0.00200          2.8060           795.22
904    Convergente    0.00200          2.8080           795.79
905    Convergente    0.00200          2.8100           796.35
906    Convergente    0.00200          2.8120           796.92
907    Convergente    0.00200          2.8140           797.49
908    Convergente    0.00200          2.8160           798.05
909    Convergente    0.00200          2.8180           798.62
910    Convergente    0.00200          2.8200           799.19
911    Convergente    0.00200          2.8220           799.75
912    Convergente    0.00200          2.8240           800.32
913    Convergente    0.00200          2.8260           800.89
914    Convergente    0.00200          2.8280           801.46
915    Convergente    0.00200          2.8300           802.02
916    Convergente    0.00200          2.8320           802.59
917    Convergente    0.00200          2.8340           803.16
918    Convergente    0.00200          2.8360           803.72
919    Convergente    0.00200          2.8380           804.29
920    Convergente    0.00200          2.8400           804.86
921    Convergente    0.00200          2.8420           805.42
922    Convergente    0.00200          2.8440           805.99
923    Convergente    0.00200          2.8460           806.56
924    Convergente    0.00200          2.8480           807.12
925    Convergente    0.00200          2.8500           807.69
926    Convergente    0.00200          2.8520           808.26
927    Divergente     0.00200          2.8540           ---
928    Convergente    0.00100          2.8530           808.54
929    Divergente     0.00100          2.8540           ---
930    Divergente     0.00050          2.8535           ---
931    Divergente     0.00025          2.8532           ---
