
====================================================================================================
RELATORIO DE EXECUCAO DO FLUXO DE POTENCIA CONTINUADO (CONVERGENCIA)
SISTEMA: IEEE 30 BARRAS
DATA: 20/11/2025 19:18:25
====================================================================================================

NUM.    STATUS          PASSO (LAMBDA)    CARGA TOTAL (MW)    CARGA TOTAL (Mvar)    TENSAO MIN (PU)
498     Convergente     1.9940            340.11              232.80                0.9120
499     Convergente     1.9960            340.47              233.09                0.9119
500     Convergente     1.9980            340.82              233.39                0.9118
501     Convergente     2.0000            341.18              233.69                0.9117
502     Convergente     2.0020            341.54              233.98                0.9116
503     Convergente     2.0040            341.89              234.28                0.9115
504     Convergente     2.0060            342.25              234.58                0.9114
505     Convergente     2.0080            342.61              234.87                0.9113
506     Convergente     2.0100            342.97              235.17                0.9111
507     Convergente     2.0120            343.32              235.47                0.9110
508     Convergente     2.0140            343.68              235.76                0.9109
509     Convergente     2.0160            344.04              236.06                0.9108
510     Convergente     2.0180            344.39              236.36                0.9107
511     Convergente     2.0200            344.75              236.66                0.9106
512     Convergente     2.0220            345.11              236.95                0.9105
513     Convergente     2.0240            345.46              237.25                0.9104
514     Convergente     2.0260            345.82              237.55                0.9103
515     Convergente     2.0280            346.18              237.85                0.9102
516     Convergente     2.0300            346.54              238.15                0.9101
517     Convergente     2.0320            346.89              238.44                0.9100
518     Convergente     2.0340            347.25              238.74                0.9099
519     Convergente     2.0360            347.61              239.04                0.9098
520     Convergente     2.0380            347.96              239.34                0.9097
521     Convergente     2.0400            348.32              239.64                0.9095
522     Convergente     2.0420            348.68              239.94                0.9094
523     Convergente     2.0440            349.04              240.24                0.9093
524     Convergente     2.0460            349.39              240.54                0.9092
525     Convergente     2.0480            349.75              240.83                0.9091
526     Convergente     2.0500            350.11              241.13                0.9090
527     Convergente     2.0520            350.47              241.43                0.9089
528     Convergente     2.0540            350.82              241.73                0.9088
529     Convergente     2.0560            351.18              242.03                0.9087
530     Convergente     2.0580            351.54              242.33                0.9086
531     Convergente     2.0600            351.90              242.63                0.9085
532     Convergente     2.0620            352.26              242.93                0.9084
533     Convergente     2.0640            352.61              243.23                0.9083
534     Convergente     2.0660            352.97              243.53                0.9082
535     Convergente     2.0680            353.33              243.83                0.9080
536     Convergente     2.0700            353.69              244.13                0.9079
537     Convergente     2.0720            354.04              244.43                0.9078
538     Convergente     2.0740            354.40              244.74                0.9077
539     Convergente     2.0760            354.76              245.04                0.9076
540     Convergente     2.0780            355.12              245.34                0.9075
541     Convergente     2.0800            355.48              245.64                0.9074
542     Convergente     2.0820            355.84              245.94                0.9073
543     Convergente     2.0840            356.19              246.24                0.9072
544     Convergente     2.0860            356.55              246.54                0.9071
545     Convergente     2.0880            356.91              246.85                0.9070
546     Convergente     2.0900            357.27              247.15                0.9069
547     Convergente     2.0920            357.63              247.45                0.9068
548     Convergente     2.0940            357.99              247.75                0.9066
549     Convergente     2.0960            358.34              248.05                0.9065
550     Convergente     2.0980            358.70              248.36                0.9064
551     Convergente     2.1000            359.06              248.66                0.9063
552     Convergente     2.1020            359.42              248.96                0.9062
553     Convergente     2.1040            359.78              249.26                0.9061
554     Convergente     2.1060            360.14              249.57                0.9060
555     Convergente     2.1080            360.50              249.87                0.9059
556     Convergente     2.1100            360.85              250.17                0.9058
557     Convergente     2.1120            361.21              250.48                0.9057
558     Convergente     2.1140            361.57              250.78                0.9056
559     Convergente     2.1160            361.93              251.08                0.9055
560     Convergente     2.1180            362.29              251.39                0.9053
561     Convergente     2.1200            362.65              251.69                0.9052
562     Convergente     2.1220            363.01              251.99                0.9051
563     Convergente     2.1240            363.37              252.30                0.9050
564     Convergente     2.1260            363.73              252.60                0.9049
565     Convergente     2.1280            364.08              252.91                0.9048
566     Convergente     2.1300            364.44              253.21                0.9047
567     Convergente     2.1320            364.80              253.52                0.9046
568     Convergente     2.1340            365.16              253.82                0.9045
569     Convergente     2.1360            365.52              254.13                0.9044
570     Convergente     2.1380            365.88              254.43                0.9043
571     Convergente     2.1400            366.24              254.73                0.9042
572     Convergente     2.1420            366.60              255.04                0.9040
573     Convergente     2.1440            366.96              255.35                0.9039
574     Convergente     2.1460            367.32              255.65                0.9038
575     Convergente     2.1480            367.68              255.96                0.9037
576     Convergente     2.1500            368.04              256.26                0.9036
577     Convergente     2.1520            368.40              256.57                0.9035
578     Convergente     2.1540            368.76              256.87                0.9034
579     Convergente     2.1560            369.12              257.18                0.9033
580     Convergente     2.1580            369.48              257.49                0.9032
581     Convergente     2.1600            369.84              257.79                0.9031
582     Convergente     2.1620            370.19              258.10                0.9030
583     Convergente     2.1640            370.55              258.41                0.9028
584     Convergente     2.1660            370.91              258.71                0.9027
585     Convergente     2.1680            371.27              259.02                0.9026
586     Convergente     2.1700            371.63              259.33                0.9025
587     Convergente     2.1720            371.99              259.63                0.9024
588     Convergente     2.1740            372.35              259.94                0.9023
589     Convergente     2.1760            372.71              260.25                0.9022
590     Convergente     2.1780            373.07              260.56                0.9021
591     Convergente     2.1800            373.43              260.86                0.9020
592     Convergente     2.1820            373.79              261.17                0.9019
593     Convergente     2.1840            374.16              261.48                0.9018
594     Convergente     2.1860            374.52              261.79                0.9016
595     Convergente     2.1880            374.88              262.09                0.9015
596     Convergente     2.1900            375.24              262.40                0.9014
597     Convergente     2.1920            375.60              262.71                0.9013
598     Convergente     2.1940            375.96              263.02                0.9012
599     Convergente     2.1960            376.32              263.33                0.9011
600     Convergente     2.1980            376.68              263.64                0.9010
601     Convergente     2.2000            377.04              263.95                0.9009
602     Convergente     2.2020            377.40              264.26                0.9008
603     Convergente     2.2040            377.76              264.56                0.9007
604     Convergente     2.2060            378.12              264.87                0.9005
605     Convergente     2.2080            378.48              265.18                0.9004
606     Convergente     2.2100            378.84              265.49                0.9003
607     Convergente     2.2120            379.20              265.80                0.9002
608     Convergente     2.2140            379.56              266.11                0.9001
609     Convergente     2.2160            379.92              266.42                0.9000
610     Convergente     2.2180            380.29              266.73                0.8999
611     Convergente     2.2200            380.65              267.04                0.8998
612     Convergente     2.2220            381.01              267.35                0.8997
613     Convergente     2.2240            381.37              267.66                0.8995
614     Convergente     2.2260            381.73              267.97                0.8994
615     Convergente     2.2280            382.09              268.29                0.8993
616     Convergente     2.2300            382.45              268.60                0.8992
617     Convergente     2.2320            382.81              268.91                0.8991
618     Convergente     2.2340            383.17              269.22                0.8990
619     Convergente     2.2360            383.54              269.53                0.8989
620     Convergente     2.2380            383.90              269.84                0.8988
621     Convergente     2.2400            384.26              270.15                0.8987
622     Convergente     2.2420            384.62              270.46                0.8986
623     Convergente     2.2440            384.98              270.78                0.8984
624     Convergente     2.2460            385.34              271.09                0.8983
625     Convergente     2.2480            385.70              271.40                0.8982
626     Convergente     2.2500            386.07              271.71                0.8981
627     Convergente     2.2520            386.43              272.03                0.8980
628     Convergente     2.2540            386.79              272.34                0.8979
629     Convergente     2.2560            387.15              272.65                0.8978
630     Convergente     2.2580            387.51              272.96                0.8977
631     Convergente     2.2600            387.87              273.28                0.8976
632     Convergente     2.2620            388.24              273.59                0.8974
633     Convergente     2.2640            388.60              273.90                0.8973
634     Convergente     2.2660            388.96              274.22                0.8972
635     Convergente     2.2680            389.32              274.53                0.8971
636     Convergente     2.2700            389.68              274.84                0.8970
637     Convergente     2.2720            390.05              275.16                0.8969
638     Convergente     2.2740            390.41              275.47                0.8968
639     Convergente     2.2760            390.77              275.78                0.8967
640     Convergente     2.2780            391.13              276.10                0.8966
641     Convergente     2.2800            391.49              276.41                0.8964
642     Convergente     2.2820            391.86              276.73                0.8963
643     Convergente     2.2840            392.22              277.04                0.8962
644     Convergente     2.2860            392.58              277.36                0.8961
645     Convergente     2.2880            392.94              277.67                0.8960
646     Convergente     2.2900            393.31              277.99                0.8959
647     Convergente     2.2920            393.67              278.30                0.8958
648     Convergente     2.2940            394.03              278.62                0.8957
649     Convergente     2.2960            394.39              278.93                0.8955
650     Convergente     2.2980            394.76              279.25                0.8954
651     Convergente     2.3000            395.12              279.56                0.8953
652     Convergente     2.3020            395.48              279.88                0.8952
653     Convergente     2.3040            395.84              280.20                0.8951
654     Convergente     2.3060            396.21              280.51                0.8950
655     Convergente     2.3080            396.57              280.83                0.8949
656     Convergente     2.3100            396.93              281.14                0.8948
657     Convergente     2.3120            397.30              281.46                0.8946
658     Convergente     2.3140            397.66              281.78                0.8945
659     Convergente     2.3160            398.02              282.09                0.8944
660     Convergente     2.3180            398.38              282.41                0.8943
661     Convergente     2.3200            398.75              282.73                0.8942
662     Convergente     2.3220            399.11              283.04                0.8941
663     Convergente     2.3240            399.47              283.36                0.8940
664     Convergente     2.3260            399.84              283.68                0.8939
665     Convergente     2.3280            400.20              284.00                0.8937
666     Convergente     2.3300            400.56              284.31                0.8936
667     Convergente     2.3320            400.93              284.63                0.8935
668     Convergente     2.3340            401.29              284.95                0.8934
669     Convergente     2.3360            401.65              285.27                0.8933
670     Convergente     2.3380            402.02              285.59                0.8932
671     Convergente     2.3400            402.38              285.91                0.8931
672     Convergente     2.3420            402.74              286.22                0.8930
673     Convergente     2.3440            403.11              286.54                0.8928
674     Convergente     2.3460            403.47              286.86                0.8927
675     Convergente     2.3480            403.83              287.18                0.8926
676     Convergente     2.3500            404.20              287.50                0.8925
677     Convergente     2.3520            404.56              287.82                0.8924
678     Convergente     2.3540            404.93              288.14                0.8923
679     Convergente     2.3560            405.29              288.46                0.8922
680     Convergente     2.3580            405.65              288.78                0.8921
681     Convergente     2.3600            406.02              289.10                0.8919
682     Convergente     2.3620            406.38              289.42                0.8918
683     Convergente     2.3640            406.75              289.74                0.8917
684     Convergente     2.3660            407.11              290.06                0.8916
685     Convergente     2.3680            407.47              290.38                0.8915
686     Convergente     2.3700            407.84              290.70                0.8914
687     Convergente     2.3720            408.20              291.02                0.8913
688     Convergente     2.3740            408.57              291.34                0.8911
689     Convergente     2.3760            408.93              291.66                0.8910
690     Convergente     2.3780            409.30              291.98                0.8909
691     Convergente     2.3800            409.66              292.30                0.8908
692     Convergente     2.3820            410.02              292.62                0.8907
693     Convergente     2.3840            410.39              292.95                0.8906
694     Convergente     2.3860            410.75              293.27                0.8905
695     Convergente     2.3880            411.12              293.59                0.8903
696     Convergente     2.3900            411.48              293.91                0.8902
697     Convergente     2.3920            411.85              294.23                0.8901
698     Convergente     2.3940            412.21              294.55                0.8900
699     Convergente     2.3960            412.58              294.88                0.8899
700     Convergente     2.3980            412.94              295.20                0.8898
701     Convergente     2.4000            413.31              295.52                0.8897
702     Convergente     2.4020            413.67              295.85                0.8895
703     Convergente     2.4040            414.04              296.17                0.8894
704     Convergente     2.4060            414.40              296.49                0.8893
705     Convergente     2.4080            414.77              296.81                0.8892
706     Convergente     2.4100            415.13              297.14                0.8891
707     Convergente     2.4120            415.50              297.46                0.8890
708     Convergente     2.4140            415.86              297.78                0.8889
709     Convergente     2.4160            416.23              298.11                0.8887
710     Convergente     2.4180            416.59              298.43                0.8886
711     Convergente     2.4200            416.96              298.76                0.8885
712     Convergente     2.4220            417.32              299.08                0.8884
713     Convergente     2.4240            417.69              299.40                0.8883
714     Convergente     2.4260            418.05              299.73                0.8882
715     Convergente     2.4280            418.42              300.05                0.8881
716     Convergente     2.4300            418.78              300.38                0.8879
717     Convergente     2.4320            419.15              300.70                0.8878
718     Convergente     2.4340            419.51              301.03                0.8877
719     Convergente     2.4360            419.88              301.35                0.8876
720     Convergente     2.4380            420.25              301.68                0.8875
721     Convergente     2.4400            420.61              302.00                0.8874
722     Convergente     2.4420            420.98              302.33                0.8873
723     Convergente     2.4440            421.34              302.66                0.8871
724     Convergente     2.4460            421.71              302.98                0.8870
725     Convergente     2.4480            422.07              303.31                0.8869
726     Convergente     2.4500            422.44              303.63                0.8868
727     Convergente     2.4520            422.81              303.96                0.8867
728     Convergente     2.4540            423.17              304.29                0.8866
729     Convergente     2.4560            423.54              304.61                0.8864
730     Convergente     2.4580            423.90              304.94                0.8863
731     Convergente     2.4600            424.27              305.27                0.8862
732     Convergente     2.4620            424.64              305.59                0.8861
733     Convergente     2.4640            425.00              305.92                0.8860
734     Convergente     2.4660            425.37              306.25                0.8859
735     Convergente     2.4680            425.74              306.58                0.8858
736     Convergente     2.4700            426.10              306.90                0.8856
737     Convergente     2.4720            426.47              307.23                0.8855
738     Convergente     2.4740            426.84              307.56                0.8854
739     Convergente     2.4760            427.20              307.89                0.8853
740     Convergente     2.4780            427.57              308.22                0.8852
741     Convergente     2.4800            427.94              308.54                0.8851
742     Convergente     2.4820            428.30              308.87                0.8849
743     Convergente     2.4840            428.67              309.20                0.8848
744     Convergente     2.4860            429.04              309.53                0.8847
745     Convergente     2.4880            429.40              309.86                0.8846
746     Convergente     2.4900            429.77              310.19                0.8845
747     Convergente     2.4920            430.14              310.52                0.8844
748     Convergente     2.4940            430.50              310.85                0.8842
749     Convergente     2.4960            430.87              311.18                0.8841
750     Convergente     2.4980            431.24              311.51                0.8840
751     Convergente     2.5000            431.60              311.84                0.8839
752     Convergente     2.5020            431.97              312.17                0.8838
753     Convergente     2.5040            432.34              312.50                0.8837
754     Convergente     2.5060            432.71              312.83                0.8835
755     Convergente     2.5080            433.07              313.16                0.8834
756     Convergente     2.5100            433.44              313.49                0.8833
757     Convergente     2.5120            433.81              313.82                0.8832
758     Convergente     2.5140            434.17              314.15                0.8831
759     Convergente     2.5160            434.54              314.48                0.8830
760     Convergente     2.5180            434.91              314.81                0.8828
761     Convergente     2.5200            435.28              315.14                0.8827
762     Convergente     2.5220            435.65              315.48                0.8826
763     Convergente     2.5240            436.01              315.81                0.8825
764     Convergente     2.5260            436.38              316.14                0.8824
765     Convergente     2.5280            436.75              316.47                0.8823
766     Convergente     2.5300            437.12              316.80                0.8821
767     Convergente     2.5320            437.48              317.13                0.8820
768     Convergente     2.5340            437.85              317.47                0.8819
769     Convergente     2.5360            438.22              317.80                0.8818
770     Convergente     2.5380            438.59              318.13                0.8817
771     Convergente     2.5400            438.96              318.47                0.8816
772     Convergente     2.5420            439.32              318.80                0.8814
773     Convergente     2.5440            439.69              319.13                0.8813
774     Convergente     2.5460            440.06              319.46                0.8812
775     Convergente     2.5480            440.43              319.80                0.8811
776     Convergente     2.5500            440.80              320.13                0.8810
777     Convergente     2.5520            441.16              320.47                0.8809
778     Convergente     2.5540            441.53              320.80                0.8807
779     Convergente     2.5560            441.90              321.13                0.8806
780     Convergente     2.5580            442.27              321.47                0.8805
781     Convergente     2.5600            442.64              321.80                0.8804
782     Convergente     2.5620            443.01              322.14                0.8803
783     Convergente     2.5640            443.38              322.47                0.8801
784     Convergente     2.5660            443.74              322.81                0.8800
785     Convergente     2.5680            444.11              323.14                0.8799
786     Convergente     2.5700            444.48              323.48                0.8798
787     Convergente     2.5720            444.85              323.81                0.8797
788     Convergente     2.5740            445.22              324.15                0.8796
789     Convergente     2.5760            445.59              324.48                0.8794
790     Convergente     2.5780            445.96              324.82                0.8793
791     Convergente     2.5800            446.33              325.15                0.8792
792     Convergente     2.5820            446.70              325.49                0.8791
793     Convergente     2.5840            447.06              325.83                0.8790
794     Convergente     2.5860            447.43              326.16                0.8788
795     Convergente     2.5880            447.80              326.50                0.8787
796     Convergente     2.5900            448.17              326.84                0.8786
797     Convergente     2.5920            448.54              327.17                0.8785
798     Convergente     2.5940            448.91              327.51                0.8784
799     Convergente     2.5960            449.28              327.85                0.8783
800     Convergente     2.5980            449.65              328.18                0.8781
801     Convergente     2.6000            450.02              328.52                0.8780
802     Convergente     2.6020            450.39              328.86                0.8779
803     Convergente     2.6040            450.76              329.20                0.8778
804     Convergente     2.6060            451.13              329.53                0.8777
805     Convergente     2.6080            451.50              329.87                0.8775
806     Convergente     2.6100            451.87              330.21                0.8774
807     Convergente     2.6120            452.24              330.55                0.8773
808     Convergente     2.6140            452.61              330.89                0.8772
809     Convergente     2.6160            452.98              331.23                0.8771
810     Convergente     2.6180            453.35              331.57                0.8769
811     Convergente     2.6200            453.72              331.90                0.8768
812     Convergente     2.6220            454.09              332.24                0.8767
813     Convergente     2.6240            454.46              332.58                0.8766
814     Convergente     2.6260            454.83              332.92                0.8765
815     Convergente     2.6280            455.20              333.26                0.8763
816     Convergente     2.6300            455.57              333.60                0.8762
817     Convergente     2.6320            455.94              333.94                0.8761
818     Convergente     2.6340            456.31              334.28                0.8760
819     Convergente     2.6360            456.68              334.62                0.8759
820     Convergente     2.6380            457.05              334.96                0.8757
821     Convergente     2.6400            457.42              335.30                0.8756
822     Convergente     2.6420            457.79              335.64                0.8755
823     Convergente     2.6440            458.16              335.98                0.8754
824     Convergente     2.6460            458.53              336.33                0.8753
825     Convergente     2.6480            458.90              336.67                0.8751
826     Convergente     2.6500            459.27              337.01                0.8750
827     Convergente     2.6520            459.64              337.35                0.8749
828     Convergente     2.6540            460.01              337.69                0.8748
829     Convergente     2.6560            460.38              338.03                0.8747
830     Convergente     2.6580            460.75              338.38                0.8745
831     Convergente     2.6600            461.13              338.72                0.8744
832     Convergente     2.6620            461.50              339.06                0.8743
833     Convergente     2.6640            461.87              339.40                0.8742
834     Convergente     2.6660            462.24              339.74                0.8741
835     Convergente     2.6680            462.61              340.09                0.8739
836     Convergente     2.6700            462.98              340.43                0.8738
837     Convergente     2.6720            463.35              340.77                0.8737
838     Convergente     2.6740            463.72              341.12                0.8736
839     Convergente     2.6760            464.09              341.46                0.8735
840     Convergente     2.6780            464.47              341.80                0.8733
841     Convergente     2.6800            464.84              342.15                0.8732
842     Convergente     2.6820            465.21              342.49                0.8731
843     Convergente     2.6840            465.58              342.84                0.8730
844     Convergente     2.6860            465.95              343.18                0.8729
845     Convergente     2.6880            466.32              343.52                0.8727
846     Convergente     2.6900            466.70              343.87                0.8726
847     Convergente     2.6920            467.07              344.21                0.8725
848     Convergente     2.6940            467.44              344.56                0.8724
849     Convergente     2.6960            467.81              344.90                0.8723
850     Convergente     2.6980            468.18              345.25                0.8721
851     Convergente     2.7000            468.55              345.59                0.8720
852     Convergente     2.7020            468.93              345.94                0.8719
853     Convergente     2.7040            469.30              346.28                0.8718
854     Convergente     2.7060            469.67              346.63                0.8716
855     Convergente     2.7080            470.04              346.98                0.8715
856     Convergente     2.7100            470.41              347.32                0.8714
857     Convergente     2.7120            470.79              347.67                0.8713
858     Convergente     2.7140            471.16              348.02                0.8712
859     Convergente     2.7160            471.53              348.36                0.8710
860     Convergente     2.7180            471.90              348.71                0.8709
861     Convergente     2.7200            472.28              349.06                0.8708
862     Convergente     2.7220            472.65              349.40                0.8707
863     Convergente     2.7240            473.02              349.75                0.8706
864     Convergente     2.7260            473.39              350.10                0.8704
865     Convergente     2.7280            473.77              350.45                0.8703
866     Convergente     2.7300            474.14              350.79                0.8702
867     Convergente     2.7320            474.51              351.14                0.8701
868     Convergente     2.7340            474.89              351.49                0.8699
869     Convergente     2.7360            475.26              351.84                0.8698
870     Convergente     2.7380            475.63              352.19                0.8697
871     Convergente     2.7400            476.00              352.53                0.8696
872     Convergente     2.7420            476.38              352.88                0.8695
873     Convergente     2.7440            476.75              353.23                0.8693
874     Convergente     2.7460            477.12              353.58                0.8692
875     Convergente     2.7480            477.50              353.93                0.8691
876     Convergente     2.7500            477.87              354.28                0.8690
877     Convergente     2.7520            478.24              354.63                0.8688
878     Convergente     2.7540            478.62              354.98                0.8687
879     Convergente     2.7560            478.99              355.33                0.8686
880     Convergente     2.7580            479.36              355.68                0.8685
881     Convergente     2.7600            479.74              356.03                0.8683
882     Convergente     2.7620            480.11              356.38                0.8682
883     Convergente     2.7640            480.48              356.73                0.8681
884     Convergente     2.7660            480.86              357.08                0.8680
885     Convergente     2.7680            481.23              357.43                0.8679
886     Convergente     2.7700            481.60              357.78                0.8677
887     Convergente     2.7720            481.98              358.13                0.8676
888     Convergente     2.7740            482.35              358.49                0.8675
889     Convergente     2.7760            482.73              358.84                0.8674
890     Convergente     2.7780            483.10              359.19                0.8672
891     Convergente     2.7800            483.47              359.54                0.8671
892     Convergente     2.7820            483.85              359.89                0.8670
893     Convergente     2.7840            484.22              360.25                0.8669
894     Convergente     2.7860            484.60              360.60                0.8667
895     Convergente     2.7880            484.97              360.95                0.8666
896     Convergente     2.7900            485.35              361.30                0.8665
897     Convergente     2.7920            485.72              361.66                0.8664
898     Convergente     2.7940            486.09              362.01                0.8662
899     Convergente     2.7960            486.47              362.36                0.8661
900     Convergente     2.7980            486.84              362.72                0.8660
901     Convergente     2.8000            487.22              363.07                0.8659
902     Convergente     2.8020            487.59              363.42                0.8658
903     Convergente     2.8040            487.97              363.78                0.8656
904     Convergente     2.8060            488.34              364.13                0.8655
905     Convergente     2.8080            488.72              364.49                0.8654
906     Convergente     2.8100            489.09              364.84                0.8653
907     Convergente     2.8120            489.47              365.20                0.8651
908     Convergente     2.8140            489.84              365.55                0.8650
909     Convergente     2.8160            490.22              365.90                0.8649
910     Convergente     2.8180            490.59              366.26                0.8648
911     Convergente     2.8200            490.97              366.62                0.8646
912     Convergente     2.8220            491.34              366.97                0.8645
913     Convergente     2.8240            491.72              367.33                0.8644
914     Convergente     2.8260            492.09              367.68                0.8643
915     Convergente     2.8280            492.47              368.04                0.8641
916     Convergente     2.8300            492.84              368.39                0.8640
917     Convergente     2.8320            493.22              368.75                0.8639
918     Convergente     2.8340            493.59              369.11                0.8638
919     Convergente     2.8360            493.97              369.46                0.8636
920     Convergente     2.8380            494.34              369.82                0.8635
921     Convergente     2.8400            494.72              370.18                0.8634
922     Convergente     2.8420            495.10              370.54                0.8633
923     Convergente     2.8440            495.47              370.89                0.8631
924     Convergente     2.8460            495.85              371.25                0.8630
925     Convergente     2.8480            496.22              371.61                0.8629
926     Convergente     2.8500            496.60              371.97                0.8628
927     Convergente     2.8520            496.97              372.32                0.8626
928     Convergente     2.8540            497.35              372.68                0.8625
929     Convergente     2.8560            497.73              373.04                0.8624
930     Convergente     2.8580            498.10              373.40                0.8623
931     Convergente     2.8600            498.48              373.76                0.8621
932     Convergente     2.8620            498.86              374.12                0.8620
933     Convergente     2.8640            499.23              374.48                0.8619
934     Convergente     2.8660            499.61              374.84                0.8618
935     Convergente     2.8680            499.98              375.19                0.8616
936     Convergente     2.8700            500.36              375.55                0.8615
937     Convergente     2.8720            500.74              375.91                0.8614
938     Convergente     2.8740            501.11              376.27                0.8613
939     Convergente     2.8760            501.49              376.63                0.8611
940     Convergente     2.8780            501.87              376.99                0.8610
941     Convergente     2.8800            502.24              377.36                0.8609
942     Convergente     2.8820            502.62              377.72                0.8607
943     Convergente     2.8840            503.00              378.08                0.8606
944     Convergente     2.8860            503.37              378.44                0.8605
945     Convergente     2.8880            503.75              378.80                0.8604
946     Convergente     2.8900            504.13              379.16                0.8602
947     Convergente     2.8920            504.51              379.52                0.8601
948     Convergente     2.8940            504.88              379.88                0.8600
949     Convergente     2.8960            505.26              380.25                0.8599
950     Convergente     2.8980            505.64              380.61                0.8597
951     Convergente     2.9000            506.01              380.97                0.8596
952     Convergente     2.9020            506.39              381.33                0.8595
953     Convergente     2.9040            506.77              381.70                0.8594
954     Convergente     2.9060            507.15              382.06                0.8592
955     Convergente     2.9080            507.52              382.42                0.8591
956     Convergente     2.9100            507.90              382.78                0.8590
957     Convergente     2.9120            508.28              383.15                0.8588
958     Convergente     2.9140            508.66              383.51                0.8587
959     Convergente     2.9160            509.03              383.87                0.8586
960     Convergente     2.9180            509.41              384.24                0.8585
961     Convergente     2.9200            509.79              384.60                0.8583
962     Convergente     2.9220            510.17              384.97                0.8582
963     Convergente     2.9240            510.55              385.33                0.8581
964     Convergente     2.9260            510.92              385.70                0.8580
965     Convergente     2.9280            511.30              386.06                0.8578
966     Convergente     2.9300            511.68              386.43                0.8577
967     Convergente     2.9320            512.06              386.79                0.8576
968     Convergente     2.9340            512.44              387.16                0.8574
969     Convergente     2.9360            512.81              387.52                0.8573
970     Convergente     2.9380            513.19              387.89                0.8572
971     Convergente     2.9400            513.57              388.25                0.8571
972     Convergente     2.9420            513.95              388.62                0.8569
973     Convergente     2.9440            514.33              388.99                0.8568
974     Convergente     2.9460            514.71              389.35                0.8567
975     Convergente     2.9480            515.09              389.72                0.8565
976     Convergente     2.9500            515.46              390.09                0.8564
977     Convergente     2.9520            515.84              390.45                0.8563
978     Convergente     2.9540            516.22              390.82                0.8562
979     Convergente     2.9560            516.60              391.19                0.8560
980     Convergente     2.9580            516.98              391.55                0.8559
981     Convergente     2.9600            517.36              391.92                0.8558
982     Convergente     2.9620            517.74              392.29                0.8556
983     Convergente     2.9640            518.12              392.66                0.8555
984     Convergente     2.9660            518.50              393.03                0.8554
985     Convergente     2.9680            518.88              393.40                0.8553
986     Convergente     2.9700            519.25              393.76                0.8551
987     Convergente     2.9720            519.63              394.13                0.8550
988     Convergente     2.9740            520.01              394.50                0.8549
989     Convergente     2.9760            520.39              394.87                0.8547
990     Convergente     2.9780            520.77              395.24                0.8546
991     Convergente     2.9800            521.15              395.61                0.8545
992     Convergente     2.9820            521.53              395.98                0.8544
