
====================================================================================================
RELATORIO DE EXECUCAO DO FLUXO DE POTENCIA CONTINUADO (CONVERGENCIA)
SISTEMA: IEEE 30 BARRAS
DATA: 20/11/2025 15:01:03
====================================================================================================

NUM.    STATUS          PASSO (LAMBDA)    CARGA TOTAL (MW)    CARGA TOTAL (Mvar)    TENSAO MIN (PU)
545     Convergente     3.7200            659.21              505.22                0.8016
546     Convergente     3.7250            660.20              506.30                0.8012
547     Convergente     3.7300            661.19              507.38                0.8008
548     Convergente     3.7350            662.19              508.47                0.8004
549     Convergente     3.7400            663.18              509.55                0.8000
550     Convergente     3.7450            664.18              510.64                0.7996
551     Convergente     3.7500            665.17              511.73                0.7992
552     Convergente     3.7550            666.17              512.83                0.7988
553     Convergente     3.7600            667.16              513.92                0.7984
554     Convergente     3.7650            668.16              515.01                0.7980
555     Convergente     3.7700            669.16              516.11                0.7976
556     Convergente     3.7750            670.15              517.21                0.7972
557     Convergente     3.7800            671.15              518.31                0.7968
558     Convergente     3.7850            672.15              519.42                0.7964
559     Convergente     3.7900            673.15              520.52                0.7960
560     Convergente     3.7950            674.15              521.63                0.7956
561     Convergente     3.8000            675.15              522.74                0.7952
562     Convergente     3.8050            676.15              523.85                0.7948
563     Convergente     3.8100            677.15              524.96                0.7944
564     Convergente     3.8150            678.16              526.08                0.7940
565     Convergente     3.8200            679.16              527.19                0.7936
566     Convergente     3.8250            680.16              528.31                0.7932
567     Convergente     3.8300            681.17              529.43                0.7928
568     Convergente     3.8350            682.17              530.55                0.7923
569     Convergente     3.8400            683.18              531.68                0.7919
570     Convergente     3.8450            684.18              532.81                0.7915
571     Convergente     3.8500            685.19              533.93                0.7911
572     Convergente     3.8550            686.19              535.07                0.7907
573     Convergente     3.8600            687.20              536.20                0.7903
574     Convergente     3.8650            688.21              537.33                0.7899
575     Convergente     3.8700            689.22              538.47                0.7895
576     Convergente     3.8750            690.23              539.61                0.7890
577     Convergente     3.8800            691.23              540.75                0.7886
578     Convergente     3.8850            692.24              541.89                0.7882
579     Convergente     3.8900            693.26              543.04                0.7878
580     Convergente     3.8950            694.27              544.18                0.7874
581     Convergente     3.9000            695.28              545.33                0.7869
582     Convergente     3.9050            696.29              546.48                0.7865
583     Convergente     3.9100            697.30              547.64                0.7861
584     Convergente     3.9150            698.32              548.79                0.7857
585     Convergente     3.9200            699.33              549.95                0.7853
586     Convergente     3.9250            700.35              551.11                0.7848
587     Convergente     3.9300            701.36              552.27                0.7844
588     Convergente     3.9350            702.38              553.44                0.7840
589     Convergente     3.9400            703.39              554.60                0.7836
590     Convergente     3.9450            704.41              555.77                0.7831
591     Convergente     3.9500            705.43              556.94                0.7827
592     Convergente     3.9550            706.45              558.11                0.7823
593     Convergente     3.9600            707.47              559.29                0.7818
594     Convergente     3.9650            708.49              560.46                0.7814
595     Convergente     3.9700            709.51              561.64                0.7810
596     Convergente     3.9750            710.53              562.83                0.7805
597     Convergente     3.9800            711.55              564.01                0.7801
598     Convergente     3.9850            712.57              565.20                0.7797
599     Convergente     3.9900            713.59              566.38                0.7792
600     Convergente     3.9950            714.62              567.57                0.7788
601     Convergente     4.0000            715.64              568.77                0.7784
602     Convergente     4.0050            716.67              569.96                0.7779
603     Convergente     4.0100            717.69              571.16                0.7775
604     Convergente     4.0150            718.72              572.36                0.7771
605     Convergente     4.0200            719.74              573.56                0.7766
606     Convergente     4.0250            720.77              574.76                0.7762
607     Convergente     4.0300            721.80              575.97                0.7757
608     Convergente     4.0350            722.83              577.18                0.7753
609     Convergente     4.0400            723.86              578.39                0.7749
610     Convergente     4.0450            724.89              579.61                0.7744
611     Convergente     4.0500            725.92              580.82                0.7740
612     Convergente     4.0550            726.95              582.04                0.7735
613     Convergente     4.0600            727.98              583.26                0.7731
614     Convergente     4.0650            729.01              584.48                0.7726
615     Convergente     4.0700            730.05              585.71                0.7722
616     Convergente     4.0750            731.08              586.94                0.7717
617     Convergente     4.0800            732.12              588.17                0.7713
618     Convergente     4.0850            733.15              589.40                0.7708
619     Convergente     4.0900            734.19              590.64                0.7704
620     Convergente     4.0950            735.22              591.88                0.7699
621     Convergente     4.1000            736.26              593.12                0.7695
622     Convergente     4.1050            737.30              594.36                0.7690
623     Convergente     4.1100            738.34              595.61                0.7686
624     Convergente     4.1150            739.38              596.85                0.7681
625     Convergente     4.1200            740.42              598.10                0.7676
626     Convergente     4.1250            741.46              599.36                0.7672
627     Convergente     4.1300            742.50              600.61                0.7667
628     Convergente     4.1350            743.54              601.87                0.7663
629     Convergente     4.1400            744.59              603.13                0.7658
630     Convergente     4.1450            745.63              604.40                0.7653
631     Convergente     4.1500            746.68              605.66                0.7649
632     Convergente     4.1550            747.72              606.93                0.7644
633     Convergente     4.1600            748.77              608.20                0.7640
634     Convergente     4.1650            749.81              609.48                0.7635
635     Convergente     4.1700            750.86              610.75                0.7630
636     Convergente     4.1750            751.91              612.03                0.7625
637     Convergente     4.1800            752.96              613.32                0.7621
638     Convergente     4.1850            754.01              614.60                0.7616
639     Convergente     4.1900            755.06              615.89                0.7611
640     Convergente     4.1950            756.11              617.18                0.7607
641     Convergente     4.2000            757.16              618.47                0.7602
642     Convergente     4.2050            758.22              619.77                0.7597
643     Convergente     4.2100            759.27              621.07                0.7592
644     Convergente     4.2150            760.32              622.37                0.7588
645     Convergente     4.2200            761.38              623.68                0.7583
646     Convergente     4.2250            762.44              624.98                0.7578
647     Convergente     4.2300            763.49              626.29                0.7573
648     Convergente     4.2350            764.55              627.61                0.7568
649     Convergente     4.2400            765.61              628.92                0.7564
650     Convergente     4.2450            766.67              630.24                0.7559
651     Convergente     4.2500            767.73              631.56                0.7554
652     Convergente     4.2550            768.79              632.89                0.7549
653     Convergente     4.2600            769.85              634.22                0.7544
654     Convergente     4.2650            770.92              635.55                0.7539
655     Convergente     4.2700            771.98              636.88                0.7534
656     Convergente     4.2750            773.04              638.22                0.7530
657     Convergente     4.2800            774.11              639.56                0.7525
658     Convergente     4.2850            775.17              640.90                0.7520
659     Convergente     4.2900            776.24              642.25                0.7515
660     Convergente     4.2950            777.31              643.59                0.7510
661     Convergente     4.3000            778.38              644.95                0.7505
662     Convergente     4.3050            779.45              646.30                0.7500
663     Convergente     4.3100            780.52              647.66                0.7495
664     Convergente     4.3150            781.59              649.02                0.7490
665     Convergente     4.3200            782.66              650.39                0.7485
666     Convergente     4.3250            783.74              651.75                0.7480
667     Convergente     4.3300            784.81              653.12                0.7475
668     Convergente     4.3350            785.88              654.50                0.7470
669     Convergente     4.3400            786.96              655.88                0.7465
670     Convergente     4.3450            788.04              657.26                0.7460
671     Convergente     4.3500            789.11              658.64                0.7455
672     Convergente     4.3550            790.19              660.03                0.7450
673     Convergente     4.3600            791.27              661.42                0.7444
674     Convergente     4.3650            792.35              662.81                0.7439
675     Convergente     4.3700            793.43              664.21                0.7434
676     Convergente     4.3750            794.52              665.61                0.7429
677     Convergente     4.3800            795.60              667.01                0.7424
678     Convergente     4.3850            796.68              668.42                0.7419
679     Convergente     4.3900            797.77              669.83                0.7414
680     Convergente     4.3950            798.86              671.25                0.7408
681     Convergente     4.4000            799.94              672.67                0.7403
682     Convergente     4.4050            801.03              674.09                0.7398
683     Convergente     4.4100            802.12              675.51                0.7393
684     Convergente     4.4150            803.21              676.94                0.7387
685     Convergente     4.4200            804.30              678.37                0.7382
686     Convergente     4.4250            805.39              679.81                0.7377
687     Convergente     4.4300            806.49              681.25                0.7372
688     Convergente     4.4350            807.58              682.69                0.7366
689     Convergente     4.4400            808.67              684.14                0.7361
690     Convergente     4.4450            809.77              685.59                0.7356
691     Convergente     4.4500            810.87              687.04                0.7350
692     Convergente     4.4550            811.97              688.50                0.7345
693     Convergente     4.4600            813.07              689.96                0.7339
694     Convergente     4.4650            814.17              691.43                0.7334
695     Convergente     4.4700            815.27              692.89                0.7329
696     Convergente     4.4750            816.37              694.37                0.7323
697     Convergente     4.4800            817.47              695.84                0.7318
698     Convergente     4.4850            818.58              697.33                0.7312
699     Convergente     4.4900            819.68              698.81                0.7307
700     Convergente     4.4950            820.79              700.30                0.7301
701     Convergente     4.5000            821.90              701.79                0.7296
702     Convergente     4.5050            823.01              703.29                0.7290
703     Convergente     4.5100            824.12              704.79                0.7285
704     Convergente     4.5150            825.23              706.29                0.7279
705     Convergente     4.5200            826.34              707.80                0.7274
706     Convergente     4.5250            827.45              709.31                0.7268
707     Convergente     4.5300            828.57              710.83                0.7262
708     Convergente     4.5350            829.69              712.35                0.7257
709     Convergente     4.5400            830.80              713.88                0.7251
710     Convergente     4.5450            831.92              715.41                0.7246
711     Convergente     4.5500            833.04              716.94                0.7240
712     Convergente     4.5550            834.16              718.48                0.7234
713     Convergente     4.5600            835.28              720.02                0.7228
714     Convergente     4.5650            836.41              721.57                0.7223
715     Convergente     4.5700            837.53              723.12                0.7217
716     Convergente     4.5750            838.66              724.68                0.7211
717     Convergente     4.5800            839.78              726.24                0.7205
718     Convergente     4.5850            840.91              727.80                0.7200
719     Convergente     4.5900            842.04              729.37                0.7194
720     Convergente     4.5950            843.17              730.95                0.7188
721     Convergente     4.6000            844.30              732.52                0.7182
722     Convergente     4.6050            845.43              734.11                0.7176
723     Convergente     4.6100            846.57              735.69                0.7170
724     Convergente     4.6150            847.71              737.29                0.7165
725     Convergente     4.6200            848.84              738.88                0.7159
726     Convergente     4.6250            849.98              740.49                0.7153
727     Convergente     4.6300            851.12              742.09                0.7147
728     Convergente     4.6350            852.26              743.71                0.7141
729     Convergente     4.6400            853.40              745.32                0.7135
730     Convergente     4.6450            854.55              746.94                0.7129
731     Convergente     4.6500            855.69              748.57                0.7123
732     Convergente     4.6550            856.84              750.20                0.7117
733     Convergente     4.6600            857.99              751.84                0.7110
734     Convergente     4.6650            859.14              753.48                0.7104
735     Convergente     4.6700            860.29              755.13                0.7098
736     Convergente     4.6750            861.44              756.78                0.7092
737     Convergente     4.6800            862.59              758.44                0.7086
738     Convergente     4.6850            863.75              760.10                0.7080
739     Convergente     4.6900            864.91              761.77                0.7074
740     Convergente     4.6950            866.06              763.44                0.7067
741     Convergente     4.7000            867.22              765.12                0.7061
742     Convergente     4.7050            868.38              766.80                0.7055
743     Convergente     4.7100            869.55              768.49                0.7048
744     Convergente     4.7150            870.71              770.19                0.7042
745     Convergente     4.7200            871.88              771.89                0.7036
746     Convergente     4.7250            873.04              773.60                0.7029
747     Convergente     4.7300            874.21              775.31                0.7023
748     Convergente     4.7350            875.38              777.03                0.7017
749     Convergente     4.7400            876.56              778.75                0.7010
750     Convergente     4.7450            877.73              780.48                0.7004
751     Convergente     4.7500            878.91              782.22                0.6997
752     Convergente     4.7550            880.08              783.96                0.6991
753     Convergente     4.7600            881.26              785.71                0.6984
754     Convergente     4.7650            882.44              787.46                0.6978
755     Convergente     4.7700            883.62              789.22                0.6971
756     Convergente     4.7750            884.81              790.99                0.6964
757     Convergente     4.7800            885.99              792.76                0.6958
758     Convergente     4.7850            887.18              794.54                0.6951
759     Convergente     4.7900            888.37              796.33                0.6944
760     Convergente     4.7950            889.56              798.12                0.6938
761     Convergente     4.8000            890.75              799.92                0.6931
762     Convergente     4.8050            891.95              801.72                0.6924
763     Convergente     4.8100            893.14              803.54                0.6917
764     Convergente     4.8150            894.34              805.35                0.6910
765     Convergente     4.8200            895.54              807.18                0.6904
766     Convergente     4.8250            896.74              809.01                0.6897
767     Convergente     4.8300            897.95              810.85                0.6890
768     Convergente     4.8350            899.15              812.70                0.6883
769     Convergente     4.8400            900.36              814.55                0.6876
770     Convergente     4.8450            901.57              816.41                0.6869
771     Convergente     4.8500            902.78              818.28                0.6862
772     Convergente     4.8550            904.00              820.16                0.6855
773     Convergente     4.8600            905.21              822.04                0.6847
774     Convergente     4.8650            906.43              823.93                0.6840
775     Convergente     4.8700            907.65              825.83                0.6833
776     Convergente     4.8750            908.87              827.73                0.6826
777     Convergente     4.8800            910.10              829.65                0.6819
778     Convergente     4.8850            911.33              831.57                0.6811
779     Convergente     4.8900            912.55              833.50                0.6804
780     Convergente     4.8950            913.79              835.44                0.6797
781     Convergente     4.9000            915.02              837.38                0.6789
782     Convergente     4.9050            916.25              839.34                0.6782
783     Convergente     4.9100            917.49              841.30                0.6775
784     Convergente     4.9150            918.73              843.27                0.6767
785     Convergente     4.9200            919.97              845.25                0.6760
786     Convergente     4.9250            921.22              847.24                0.6752
787     Convergente     4.9300            922.47              849.23                0.6744
788     Convergente     4.9350            923.72              851.24                0.6737
789     Convergente     4.9400            924.97              853.25                0.6729
790     Convergente     4.9450            926.22              855.28                0.6721
791     Convergente     4.9500            927.48              857.31                0.6714
792     Convergente     4.9550            928.74              859.35                0.6706
793     Convergente     4.9600            930.00              861.41                0.6698
794     Convergente     4.9650            931.27              863.47                0.6690
795     Convergente     4.9700            932.53              865.54                0.6682
796     Convergente     4.9750            933.80              867.62                0.6674
797     Convergente     4.9800            935.08              869.71                0.6666
798     Convergente     4.9850            936.35              871.81                0.6658
799     Convergente     4.9900            937.63              873.92                0.6650
800     Convergente     4.9950            938.91              876.05                0.6642
801     Convergente     5.0000            940.20              878.18                0.6634
802     Convergente     5.0000            940.20              878.18                0.6634
====================================================================================================
